,bedrooms,price,bathrooms,MLS_Number,sq_ft,address
1057,01 Bed, $59400,1 Bath,"MLS® ML81895443
",840 ft,"4115 George AVE 3, SAN MATEO, CA 94403Sold"
1058,2 Beds, $680000,2 Baths,"MLS® ML81895354
",873 ft,"617 Woodside WAY F, SAN MATEO, CA 94401Sold"
1059,01 Bed, $69000,1 Bath,"MLS® ML81901853
","1,040 ft","320 Elm ST 303, SAN MATEO, CA 94401Sold"
1060,01 Bed, $59800,1 Bath,"MLS® ML81899436
",693 ft,"821 N Humboldt ST 415, SAN MATEO, CA 94401Sold"
1061,2 Beds, $772000,2 Baths,"MLS® ML81898796
","1,113 ft","615 Port DR 301, SAN MATEO, CA 94404Sold"
1062,01 Bed, $60000,1 Bath,"MLS® ML81904300
",710 ft,"155 N El Camino Real 8, SAN MATEO, CA 94401Sold"
1063,2 Beds, $815000,2 Baths,"MLS® ML81901944
","1,400 ft","225 E Santa Inez AVE 12, SAN MATEO, CA 94401Sold"
1064,2 Beds, $850000,2 Baths,"MLS® ML81894990
","1,204 ft","802 N Delaware ST 307, SAN MATEO, CA 94401Sold"
1065,01 Bed, $60750,1 Bath,"MLS® ML81891210
",740 ft,"249 Elm ST 202, SAN MATEO, CA 94401Sold"
1066,2 Beds, $899888,2 Baths,"MLS® ML81890777
","1,060 ft","1700 De Anza BLVD 205C, SAN MATEO, CA 94403Sold"
1067,2 Beds, $725000,1 Bath,"MLS® ML81895792
",923 ft,"966 Peninsula AVE 103, SAN MATEO, CA 94401Sold"
1068,01 Bed, $63000,1 Bath,"MLS® ML81897818
",807 ft,"3222 Glendora DR 207, SAN MATEO, CA 94403Sold"
1069,2 Beds, $834850,1 Bath,"MLS® ML81890676
","1,267 ft","234 Elm ST 106, SAN MATEO, CA 94401Sold"
1070,2 Beds, $745000,2 Baths,"MLS® ML81895990
",930 ft,"320 Peninsula AVE 418, SAN MATEO, CA 94401Sold"
1071,2 Beds, $688000,1 Bath,"MLS® ML81901131
",847 ft,"847 Woodside WAY 113, SAN MATEO, CA 94401Sold"
1072,2 Beds, $640000,2 Baths,"MLS® ML81899082
",950 ft,"3015 Los Prados ST 110, SAN MATEO, CA 94403Sold"
1073,2 Beds, $755000,1 Bath,"MLS® ML81892590
",918 ft,"1919 Alameda De Las Pulgas 47, SAN MATEO, CA 94403Sold"
1074,01 Bed, $63500,1 Bath,"MLS® ML81892114
",840 ft,"4199 George AVE 1, SAN MATEO, CA 94403Sold"
1075,01 Bed, $56900,1 Bath,"MLS® ML81889259
",772 ft,"819 N Humboldt ST 307, SAN MATEO, CA 94401Sold"
1076,2 Beds, $805000,1 Bath,"MLS® ML81899438
",974 ft,"819 N Humboldt ST 406, SAN MATEO, CA 94401Sold"
1077,2 Beds, $775000,1 Bath,"MLS® ML81899509
",983 ft,"115 Blossom CIR 2D, SAN MATEO, CA 94403Sold"
1078,01 Bed, $60000,1 Bath,"MLS® ML81899345
",710 ft,"155 N El Camino Real 4, SAN MATEO, CA 94401Sold"
1079,2 Beds, $900000,2 Baths,"MLS® ML81881300
","1,255 ft","10 Crystal Springs RD 2113, SAN MATEO, CA 94402Sold"
1080,01 Bed, $60000,1 Bath,"MLS® ML81899431
",693 ft,"803 N Humboldt ST 212, SAN MATEO, CA 94401Sold"
1081,01 Bed, $54000,1 Bath,"MLS® ML81895734
",693 ft,"801 N Humboldt ST 208, SAN MATEO, CA 94401Sold"
1082,2 Beds, $371850,1 Bath,"MLS® ML81903247
",983 ft,"161 Blossom CIR 2D, SAN MATEO, CA 94403Sold"
1083,2 Beds, $825000,2 Baths,"MLS® ML81877304
","1,400 ft","1 Baldwin AVE 403, SAN MATEO, CA 94401Sold"
1084,01 Bed, $60700,1 Bath,"MLS® ML81897874
",693 ft,"814 N Delaware ST 209, SAN MATEO, CA 94401Sold"
1085,2 Beds, $364000,2 Baths,"MLS® ML81834989
","1,140 ft","1 Baldwin AVE 920, SAN MATEO, CA 94401Sold"
1086,01 Bed, $61500,1 Bath,"MLS® ML81897609
",687 ft,"845 Woodside WAY 209, SAN MATEO, CA 94401Sold"
1087,01 Bed, $37900,1 Bath,"MLS® ML81883453
",505 ft,"324 Catalpa ST 309, SAN MATEO, CA 94401Sold"
1088,01 Bed, $72000,1 Bath,"MLS® ML81893483
",865 ft,"200 Elm ST 111, SAN MATEO, CA 94401Sold"
1089,01 Bed, $61100,1 Bath,"MLS® ML81895725
",772 ft,"817 N Humboldt ST 212, SAN MATEO, CA 94401Sold"
1090,01 Bed, $59500,1 Bath,"MLS® ML81891102
",690 ft,"2425 S Norfolk ST 403, SAN MATEO, CA 94403Sold"
1091,2 Beds, $830000,2 Baths,"MLS® ML81894995
","1,070 ft","1426 Via Vista, SAN MATEO, CA 94404Sold"
1092,2 Beds, $936000,2 Baths,"MLS® ML81892741
","1,234 ft","35 W 20th AVE 104, SAN MATEO, CA 94403Sold"
1093,01 Bed, $39000,1 Bath,"MLS® ML81893071
",505 ft,"324 Catalpa ST 112, SAN MATEO, CA 94401Sold"
1094,000, $510,1 Bath,"MLS® ML81890169 
",473 ft,"814 N Delaware ST 411, SAN MATEO, CA 94401Sold"
1095,01 Bed, $85000,1 Bath,"MLS® ML81890785
",898 ft,"400 Mariners Island BLVD 117, SAN MATEO, CA 94404Sold"
1096,2 Beds, $930000,2 Baths,"MLS® ML81894529
","1,282 ft","35 28th AVE 202, SAN MATEO, CA 94403Sold"
1097,01 Bed, $60000,1 Bath,"MLS® ML81896878
",693 ft,"803 N Humboldt ST 407, SAN MATEO, CA 94401Sold"
1098,2 Beds, $347500,1 Bath,"MLS® ML81899994
",983 ft,"131 Blossom CIR 2D, SAN MATEO, CA 94403Sold"
1099,2 Beds, $975000,2 Baths,"MLS® ML81893678
","1,238 ft","425 N El Camino Real 105, SAN MATEO, CA 94401Sold"
1100,000, $460,1 Bath,"MLS® ML81895074
",492 ft,"847 N Humboldt ST 203, SAN MATEO, CA 94401Sold"
1101,01 Bed, $81000,1 Bath,"MLS® ML81893584
",821 ft,"20 Madison 304, SAN MATEO, CA 94402Sold"
1102,01 Bed, $56000,1 Bath,"MLS® ML81885741
",693 ft,"802 N Delaware ST 412, SAN MATEO, CA 94401Sold"
1103,2 Beds, $750000,2 Baths,"MLS® ML81884084
","1,082 ft","828 N El Camino Real 3, SAN MATEO, CA 94401Sold"
1104,01 Bed, $62000,1 Bath,"MLS® ML81893093
",590 ft,"1570 Day AVE B, SAN MATEO, CA 94403Sold"
1105,01 Bed, $59000,2 Baths,"MLS® ML81891375
",712 ft,"1685 Bayridge WAY 214, SAN MATEO, CA 94402Sold"
1106,2 Beds, $860000,2 Baths,"MLS® ML81890825
","1,064 ft","1687 BAYRIDGE WAY 106, SAN MATEO, CA 94402Sold"
1107,2 Beds, $738000,2 Baths,"MLS® ML81889643
","1,325 ft","601 Laurel AVE 702, SAN MATEO, CA 94401Sold"
1108,000, $507,1 Bath,"MLS® ML81891535
",492 ft,"934 Peninsula AVE 203, SAN MATEO, CA 94401Sold"
1109,2 Beds, $940000,2 Baths,"MLS® ML81891437
","1,070 ft","1781 Vista Del Sol, SAN MATEO, CA 94404Sold"
1110,2 Beds, $870000,2 Baths,"MLS® ML81868977
","1,300 ft","1 Baldwin AVE 810, SAN MATEO, CA 94401Sold"
1111,01 Bed, $59850,1 Bath,"MLS® ML81894822
",693 ft,"833 N Humboldt ST 206, SAN MATEO, CA 94401Sold"
1112,2 Beds, $377800,1 Bath,"MLS® ML81896373
",919 ft,"221 S Fremont ST 401, SAN MATEO, CA 94401Sold"
1113,01 Bed, $70000,1 Bath,"MLS® ML81892800
",858 ft,"50 N San Mateo DR 211, SAN MATEO, CA 94401Sold"
1114,01 Bed, $56250,1 Bath,"MLS® ML81874427
",702 ft,"106 W 3rd AVE 2, SAN MATEO, CA 94402Sold"
1115,2 Beds, $915000,1.5 Baths,"MLS® ML81886843
","1,152 ft","811 N Humboldt ST, SAN MATEO, CA 94401Sold"
1116,000, $490,1 Bath,"MLS® ML81890213
",492 ft,"847 N Humboldt ST 403, SAN MATEO, CA 94401Sold"
1117,01 Bed, $52500,1 Bath,"MLS® ML81876284
",528 ft,"115 BLOSSOM CIR A, SAN MATEO, CA 94403Sold"
1118,2 Beds, $785000,1 Bath,"MLS® ML81889752
",905 ft,"819 N Humboldt ST 204, SAN MATEO, CA 94401Sold"
1119,3 Beds, $900000,1 Bath,"MLS® ML81886310
","1,054 ft","1631 Marina CT A, SAN MATEO, CA 94403Sold"
1120,2 Beds, $920000,2 Baths,"MLS® ML81890514
","1,024 ft","1919 Alameda De Las Pulgas 102, SAN MATEO, CA 94403Sold"
1121,01 Bed, $52000,1 Bath,"MLS® ML81885766
",710 ft,"177 N El Camino Real 20, SAN MATEO, CA 94401Sold"
1122,01 Bed, $29000,1 Bath,"MLS® ML81870935
",880 ft,"601 Laurel AVE 409, SAN MATEO, CA 94401Sold"
1123,2 Beds, $639950,1 Bath,"MLS® ML81887364
",723 ft,"3377 La Selva ST B, SAN MATEO, CA 94403Sold"
1124,2 Beds, $750000,1 Bath,"MLS® ML81887054
",974 ft,"817 N Humboldt ST 214, SAN MATEO, CA 94401Sold"
1125,2 Beds, $910000,2 Baths,"MLS® ML81888486
","1,024 ft","1919 Alameda De Las Pulgas 83, SAN MATEO, CA 94403Sold"
1126,01 Bed, $65800,1 Bath,"MLS® ML81891119
",692 ft,"1919 Alameda De Las Pulgas 85, SAN MATEO, CA 94403Sold"
1127,01 Bed, $63000,1 Bath,"MLS® ML81889284
",772 ft,"818 N Delaware ST 307, SAN MATEO, CA 94401Sold"
